rowid,lujvo,lujvo_parsed,lujvo_for_split,lujvo_sequence,lujvo_len
10514,nunsimpro,nun-sim-pro,nun,0,3
10515,nunsimpro,nun-sim-pro,sim,1,3
10516,nunsimpro,nun-sim-pro,pro,2,3
10517,nunsimta'a,nun-sim-ta'a,nun,0,3
10518,nunsimta'a,nun-sim-ta'a,sim,1,3
10519,nunsimta'a,nun-sim-ta'a,ta'a,2,3
10520,nunsisku,nun-sisku,nun,0,2
10521,nunsisku,nun-sisku,sisku,1,2
10522,nunsitna,nun-sitna,nun,0,2
10523,nunsitna,nun-sitna,sitna,1,2
10524,nunskexau,nun-ske-xau,nun,0,3
10525,nunskexau,nun-ske-xau,ske,1,3
10526,nunskexau,nun-ske-xau,xau,2,3
10527,nunski,nun-ski,nun,0,2
10528,nunski,nun-ski,ski,1,2
10529,nunsku,nun-sku,nun,0,2
10530,nunsku,nun-sku,sku,1,2
10531,nunsla,nun-sla,nun,0,2
10532,nunsla,nun-sla,sla,1,2
10533,nunsladansu,nun-sla-dansu,nun,0,3
10534,nunsladansu,nun-sla-dansu,sla,1,3
10535,nunsladansu,nun-sla-dansu,dansu,2,3
10536,nunsma,nun-sma,nun,0,2
10537,nunsma,nun-sma,sma,1,2
10538,nunsmi,nun-smi,nun,0,2
10539,nunsmi,nun-smi,smi,1,2
10540,nunsmu,nun-smu,nun,0,2
10541,nunsmu,nun-smu,smu,1,2
10542,nunsne,nun-sne,nun,0,2
10543,nunsne,nun-sne,sne,1,2
10544,nunsnera'a,nun-sne-ra'a,nun,0,3
10545,nunsnera'a,nun-sne-ra'a,sne,1,3
10546,nunsnera'a,nun-sne-ra'a,ra'a,2,3
10547,nunsnu,nun-snu,nun,0,2
10548,nunsnu,nun-snu,snu,1,2
10549,nunsoidji,nun-soi-dji,nun,0,3
10550,nunsoidji,nun-soi-dji,soi,1,3
10551,nunsoidji,nun-soi-dji,dji,2,3
10552,nunsoinei,nun-soi-nei,nun,0,3
10553,nunsoinei,nun-soi-nei,soi,1,3
10554,nunsoinei,nun-soi-nei,nei,2,3
10555,nunsolcanci,nun-sol-canci,nun,0,3
10556,nunsolcanci,nun-sol-canci,sol,1,3
10557,nunsolcanci,nun-sol-canci,canci,2,3
10558,nunsorkla,nun-sor-kla,nun,0,3
10559,nunsorkla,nun-sor-kla,sor,1,3
10560,nunsorkla,nun-sor-kla,kla,2,3
10561,nunspe,nun-spe,nun,0,2
10562,nunspe,nun-spe,spe,1,2
10563,nunspebi'o,nun-spe-bi'o,nun,0,3
10564,nunspebi'o,nun-spe-bi'o,spe,1,3
10565,nunspebi'o,nun-spe-bi'o,bi'o,2,3
10566,nunspo,nun-spo,nun,0,2
10567,nunspo,nun-spo,spo,1,2
10568,nunsre,nun-sre,nun,0,2
10569,nunsre,nun-sre,sre,1,2
10570,nunstapa,nun-stapa,nun,0,2
10571,nunstapa,nun-stapa,stapa,1,2
10572,nunsti,nun-sti,nun,0,2
10573,nunsti,nun-sti,sti,1,2
10574,nunsucta,nun-sucta,nun,0,2
10575,nunsucta,nun-sucta,sucta,1,2
10576,nunsurvi'e,nun-sur-vi'e,nun,0,3
10577,nunsurvi'e,nun-sur-vi'e,sur,1,3
10578,nunsurvi'e,nun-sur-vi'e,vi'e,2,3
10579,nunta'a,nun-ta'a,nun,0,2
10580,nunta'a,nun-ta'a,ta'a,1,2
10581,nuntadni,nun-tadni,nun,0,2
10582,nuntadni,nun-tadni,tadni,1,2
10583,nuntalsa,nun-talsa,nun,0,2
10584,nuntalsa,nun-talsa,talsa,1,2
10585,nunte'a,nun-te'a,nun,0,2
10586,nunte'a,nun-te'a,te'a,1,2
10587,nunteprai,nun-tep-rai,nun,0,3
10588,nunteprai,nun-tep-rai,tep,1,3
10589,nunteprai,nun-tep-rai,rai,2,3
10590,nunti'i,nun-ti'i,nun,0,2
10591,nunti'i,nun-ti'i,ti'i,1,2
10592,nuntirna,nun-tirna,nun,0,2
10593,nuntirna,nun-tirna,tirna,1,2
10594,nuntoi,nun-toi,nun,0,2
10595,nuntoi,nun-toi,toi,1,2
10596,nuntolmu'i,nun-tol-mu'i,nun,0,3
10597,nuntolmu'i,nun-tol-mu'i,tol,1,3
10598,nuntolmu'i,nun-tol-mu'i,mu'i,2,3
10599,nuntolpa'a,nun-tol-pa'a,nun,0,3
10600,nuntolpa'a,nun-tol-pa'a,tol,1,3
10601,nuntolpa'a,nun-tol-pa'a,pa'a,2,3
10602,nuntoltu'i,nun-tol-tu'i,nun,0,3
10603,nuntoltu'i,nun-tol-tu'i,tol,1,3
10604,nuntoltu'i,nun-tol-tu'i,tu'i,2,3
10605,nuntra,nun-tra,nun,0,2
10606,nuntra,nun-tra,tra,1,2
10607,nuntru,nun-tru,nun,0,2
10608,nuntru,nun-tru,tru,1,2
10609,nuntrutadji,nun-tru-tadji,nun,0,3
10610,nuntrutadji,nun-tru-tadji,tru,1,3
10611,nuntrutadji,nun-tru-tadji,tadji,2,3
10612,nuntu'i,nun-tu'i,nun,0,2
10613,nuntu'i,nun-tu'i,tu'i,1,2
10614,nunva'u,nun-va'u,nun,0,2
10615,nunva'u,nun-va'u,va'u,1,2
10616,nunve'u,nun-ve'u,nun,0,2
10617,nunve'u,nun-ve'u,ve'u,1,2
10618,nunveikezgau,nun-vei-kez-gau,nun,0,4
10619,nunveikezgau,nun-vei-kez-gau,vei,1,4
10620,nunveikezgau,nun-vei-kez-gau,kez,2,4
10621,nunveikezgau,nun-vei-kez-gau,gau,3,4
10622,nunvelcu'e,nun-vel-cu'e,nun,0,3
10623,nunvelcu'e,nun-vel-cu'e,vel,1,3
10624,nunvelcu'e,nun-vel-cu'e,cu'e,2,3
10625,nunvlile,nun-vlile,nun,0,2
10626,nunvlile,nun-vlile,vlile,1,2
10627,nunvoi,nun-voi,nun,0,2
10628,nunvoi,nun-voi,voi,1,2
10629,nunxai,nun-xai,nun,0,2
10630,nunxai,nun-xai,xai,1,2
10631,nunxau,nun-xau,nun,0,2
10632,nunxau,nun-xau,xau,1,2
10633,nunxe'u,nun-xe'u,nun,0,2
10634,nunxe'u,nun-xe'u,xe'u,1,2
10635,nunxeldraci,nun-xel-draci,nun,0,3
10636,nunxeldraci,nun-xel-draci,xel,1,3
10637,nunxeldraci,nun-xel-draci,draci,2,3
10638,nunxru,nun-xru,nun,0,2
10639,nunxru,nun-xru,xru,1,2
10640,nunxumsne,nun-xum-sne,nun,0,3
10641,nunxumsne,nun-xum-sne,xum,1,3
10642,nunxumsne,nun-xum-sne,sne,2,3
10643,nunxumsne,nun-xum-sne,nun,0,3
10644,nunxumsne,nun-xum-sne,xum,1,3
10645,nunxumsne,nun-xum-sne,sne,2,3
10646,nunydji,nun-dji,nun,0,2
10647,nunydji,nun-dji,dji,1,2
10648,nunydju,nun-dju,nun,0,2
10649,nunydju,nun-dju,dju,1,2
10650,nunynalclite,nun-nal-clite,nun,0,3
10651,nunynalclite,nun-nal-clite,nal,1,3
10652,nunynalclite,nun-nal-clite,clite,2,3
10653,nunynordimna,nun-nor-dimna,nun,0,3
10654,nunynordimna,nun-nor-dimna,nor,1,3
10655,nunynordimna,nun-nor-dimna,dimna,2,3
10656,nunytcena,nun-tcena,nun,0,2
10657,nunytcena,nun-tcena,tcena,1,2
10658,nunytcidu,nun-tcidu,nun,0,2
10659,nunytcidu,nun-tcidu,tcidu,1,2
10660,nunytse,nun-tse,nun,0,2
10661,nunytse,nun-tse,tse,1,2
10662,nunzausku,nun-zau-sku,nun,0,3
10663,nunzausku,nun-zau-sku,zau,1,3
10664,nunzausku,nun-zau-sku,sku,2,3
10665,nunzba,nun-zba,nun,0,2
10666,nunzba,nun-zba,zba,1,2
10667,nunzdane'i,nun-zda-ne'i,nun,0,3
10668,nunzdane'i,nun-zda-ne'i,zda,1,3
10669,nunzdane'i,nun-zda-ne'i,ne'i,2,3
10670,nunzdi,nun-zdi,nun,0,2
10671,nunzdi,nun-zdi,zdi,1,2
10672,nunzga,nun-zga,nun,0,2
10673,nunzga,nun-zga,zga,1,2
10674,nunzgaju'a,nun-zga-ju'a,nun,0,3
10675,nunzgaju'a,nun-zga-ju'a,zga,1,3
10676,nunzgaju'a,nun-zga-ju'a,ju'a,2,3
10677,nunzgajurme,nun-zga-jurme,nun,0,3
10678,nunzgajurme,nun-zga-jurme,zga,1,3
10679,nunzgajurme,nun-zga-jurme,jurme,2,3
10680,nunzgi,nun-zgi,nun,0,2
10681,nunzgi,nun-zgi,zgi,1,2
10682,nunzu'e,nun-zu'e,nun,0,2
10683,nunzu'e,nun-zu'e,zu'e,1,2
10684,nunzva,nun-zva,nun,0,2
10685,nunzva,nun-zva,zva,1,2
10686,nunzvaju'o,nun-zva-ju'o,nun,0,3
10687,nunzvaju'o,nun-zva-ju'o,zva,1,3
10688,nunzvaju'o,nun-zva-ju'o,ju'o,2,3
10689,nunzvakezyju'o,nun-zva-kez-ju'o,nun,0,4
10690,nunzvakezyju'o,nun-zva-kez-ju'o,zva,1,4
10691,nunzvakezyju'o,nun-zva-kez-ju'o,kez,2,4
10692,nunzvakezyju'o,nun-zva-kez-ju'o,ju'o,3,4
10693,nuptutra,nup-tutra,nup,0,2
10694,nuptutra,nup-tutra,tutra,1,2
10695,nupyjdace'u,nup-jda-ce'u,nup,0,3
10696,nupyjdace'u,nup-jda-ce'u,jda,1,3
10697,nupyjdace'u,nup-jda-ce'u,ce'u,2,3
10698,nurbe'i,nur-be'i,nur,0,2
10699,nurbe'i,nur-be'i,be'i,1,2
10700,nurbra,nur-bra,nur,0,2
10701,nurbra,nur-bra,bra,1,2
10702,nurcau,nur-cau,nur,0,2
10703,nurcau,nur-cau,cau,1,2
10704,nurgau,nur-gau,nur,0,2
10705,nurgau,nur-gau,gau,1,2
10706,nurkai,nur-kai,nur,0,2
10707,nurkai,nur-kai,kai,1,2
10708,nuzyki'a,nuz-ki'a,nuz,0,2
10709,nuzyki'a,nuz-ki'a,ki'a,1,2
10710,nurmapku,nur-mapku,nur,0,2
10711,nurmapku,nur-mapku,mapku,1,2
10712,nurnoikei,nur-noi-kei,nur,0,3
10713,nurnoikei,nur-noi-kei,noi,1,3
10714,nurnoikei,nur-noi-kei,kei,2,3
10715,nurnordja,nur-nor-dja,nur,0,3
10716,nurnordja,nur-nor-dja,nor,1,3
10717,nurnordja,nur-nor-dja,dja,2,3
10718,nurprecau,nur-pre-cau,nur,0,3
10719,nurprecau,nur-pre-cau,pre,1,3
10720,nurprecau,nur-pre-cau,cau,2,3
10721,nurpu'i,nur-pu'i,nur,0,2
10722,nurpu'i,nur-pu'i,pu'i,1,2
10723,nursri,nur-sri,nur,0,2
10724,nursri,nur-sri,sri,1,2
10725,nurstapa,nur-stapa,nur,0,2
10726,nurstapa,nur-stapa,stapa,1,2
10727,nurveldru,nur-vel-dru,nur,0,3
10728,nurveldru,nur-vel-dru,vel,1,3
10729,nurveldru,nur-vel-dru,dru,2,3
10730,nutkla,nut-kla,nut,0,2
10731,nutkla,nut-kla,kla,1,2
10732,nutli'a,nut-li'a,nut,0,2
10733,nutli'a,nut-li'a,li'a,1,2
10734,nutlu'a,nut-lu'a,nut,0,2
10735,nutlu'a,nut-lu'a,lu'a,1,2
10736,nutyzga,nut-zga,nut,0,2
10737,nutyzga,nut-zga,zga,1,2
10738,nuzdu'a,nuz-du'a,nuz,0,2
10739,nuzdu'a,nuz-du'a,du'a,1,2
10740,nuzykarni,nuz-karni,nuz,0,2
10741,nuzykarni,nuz-karni,karni,1,2
10742,nuzyki'a,nuz-ki'a,nuz,0,2
10743,nuzyki'a,nuz-ki'a,ki'a,1,2
10744,nuzyski,nuz-ski,nuz,0,2
10745,nuzyski,nuz-ski,ski,1,2
10746,nuzyxagji,nuz-xagji,nuz,0,2
10747,nuzyxagji,nuz-xagji,xagji,1,2
10748,pa'anrango,pa'a-rango,pa'a,0,2
10749,pa'anrango,pa'a-rango,rango,1,2
10750,pa'anri'a,pa'a-ri'a,pa'a,0,2
10751,pa'anri'a,pa'a-ri'a,ri'a,1,2
10752,pa'arbau,pa'a-bau,pa'a,0,2
10753,pa'arbau,pa'a-bau,bau,1,2
10754,pa'arcau,pa'a-cau,pa'a,0,2
10755,pa'arcau,pa'a-cau,cau,1,2
10756,pa'arpei,pa'a-pei,pa'a,0,2
10757,pa'arpei,pa'a-pei,pei,1,2
10758,pa'ergau,pa'e-gau,pa'e,0,2
10759,pa'ergau,pa'e-gau,gau,1,2
10760,pa'ezma,pa'e-zma,pa'e,0,2
10761,pa'ezma,pa'e-zma,zma,1,2
10762,pa'imro,pa'i-mro,pa'i,0,2
10763,pa'imro,pa'i-mro,mro,1,2
10764,pabna'u,pab-na'u,pab,0,2
10765,pabna'u,pab-na'u,na'u,1,2
10766,pacnunzu'e,pac-nun-zu'e,pac,0,3
10767,pacnunzu'e,pac-nun-zu'e,nun,1,3
10768,pacnunzu'e,pac-nun-zu'e,zu'e,2,3
10769,pacpi'a,pac-pi'a,pac,0,2
10770,pacpi'a,pac-pi'a,pi'a,1,2
10771,pactercei,pac-ter-cei,pac,0,3
10772,pactercei,pac-ter-cei,ter,1,3
10773,pactercei,pac-ter-cei,cei,2,3
10774,pacyruxyklo,pac-rux-klo,pac,0,3
10775,pacyruxyklo,pac-rux-klo,rux,1,3
10776,pacyruxyklo,pac-rux-klo,klo,2,3
10777,pacyselzu'e,pac-sel-zu'e,pac,0,3
10778,pacyselzu'e,pac-sel-zu'e,sel,1,3
10779,pacyselzu'e,pac-sel-zu'e,zu'e,2,3
10780,pacystu,pac-stu,pac,0,2
10781,pacystu,pac-stu,stu,1,2
10782,pacyxlu,pac-xlu,pac,0,2
10783,pacyxlu,pac-xlu,xlu,1,2
10784,pacyzu'e,pac-zu'e,pac,0,2
10785,pacyzu'e,pac-zu'e,zu'e,1,2
10786,pafmamta,paf-mamta,paf,0,2
10787,pafmamta,paf-mamta,mamta,1,2
10788,pafpa'u,paf-pa'u,paf,0,2
10789,pafpa'u,paf-pa'u,pa'u,1,2
10790,pafpafpa'u,paf-paf-pa'u,paf,0,3
10791,pafpafpa'u,paf-paf-pa'u,paf,1,3
10792,pafpafpa'u,paf-paf-pa'u,pa'u,2,3
10793,pafpo'e,paf-po'e,paf,0,2
10794,pafpo'e,paf-po'e,po'e,1,2
10795,pafybesmamcibytamnyfe'i,paf-bes-mam-cib-tamn-fe'i,paf,0,6
10796,pafybesmamcibytamnyfe'i,paf-bes-mam-cib-tamn-fe'i,bes,1,6
10797,pafybesmamcibytamnyfe'i,paf-bes-mam-cib-tamn-fe'i,mam,2,6
10798,pafybesmamcibytamnyfe'i,paf-bes-mam-cib-tamn-fe'i,cib,3,6
10799,pafybesmamcibytamnyfe'i,paf-bes-mam-cib-tamn-fe'i,tamn,4,6
10800,pafybesmamcibytamnyfe'i,paf-bes-mam-cib-tamn-fe'i,fe'i,5,6
10801,pafygu'e,paf-gu'e,paf,0,2
10802,pafygu'e,paf-gu'e,gu'e,1,2
10803,pagbi'o,pag-bi'o,pag,0,2
10804,pagbi'o,pag-bi'o,bi'o,1,2
10805,pagri'a,pag-ri'a,pag,0,2
10806,pagri'a,pag-ri'a,ri'a,1,2
10807,pairkai,pai-kai,pai,0,2
10808,pairkai,pai-kai,kai,1,2
10809,pairkamni,pai-kamni,pai,0,2
10810,pairkamni,pai-kamni,kamni,1,2
10811,pairle'a,pai-le'a,pai,0,2
10812,pairle'a,pai-le'a,le'a,1,2
10813,pairvu'e,pai-vu'e,pai,0,2
10814,pairvu'e,pai-vu'e,vu'e,1,2
10815,pairgunta,pai-gunta,pai,0,2
10816,pairgunta,pai-gunta,gunta,1,2
10817,pairle'a,pai-le'a,pai,0,2
10818,pairle'a,pai-le'a,le'a,1,2
10819,pairvu'e,pai-vu'e,pai,0,2
10820,pairvu'e,pai-vu'e,vu'e,1,2
10821,pajycfa,paj-cfa,paj,0,2
10822,pajycfa,paj-cfa,cfa,1,2
10823,pajycu'o,paj-cu'o,paj,0,2
10824,pajycu'o,paj-cu'o,cu'o,1,2
10825,paksri,pak-sri,pak,0,2
10826,paksri,pak-sri,sri,1,2
10827,palcau,pal-cau,pal,0,2
10828,palcau,pal-cau,cau,1,2
10829,palcauxaksu,pal-cau-xaksu,pal,0,3
10830,palcauxaksu,pal-cau-xaksu,cau,1,3
10831,palcauxaksu,pal-cau-xaksu,xaksu,2,3
10832,paltydamri,palt-damri,palt,0,2
10833,paltydamri,palt-damri,damri,1,2
10834,paltylu'i,palt-lu'i,palt,0,2
10835,paltylu'i,palt-lu'i,lu'i,1,2
10836,pambasti,pam-basti,pam,0,2
10837,pambasti,pam-basti,basti,1,2
10838,pamble,pam-ble,pam,0,2
10839,pamble,pam-ble,ble,1,2
10840,pambybasti,pamb-basti,pamb,0,2
10841,pambybasti,pamb-basti,basti,1,2
10842,pamcinse,pam-cinse,pam,0,2
10843,pamcinse,pam-cinse,cinse,1,2
10844,pamcni,pam-cni,pam,0,2
10845,pamcni,pam-cni,cni,1,2
10846,pamcri,pam-cri,pam,0,2
10847,pamcri,pam-cri,cri,1,2
10848,pamgle,pam-gle,pam,0,2
10849,pamgle,pam-gle,gle,1,2
10850,pamjai,pam-jai,pam,0,2
10851,pamjai,pam-jai,jai,1,2
10852,pamjoixei,pam-joi-xei,pam,0,3
10853,pamjoixei,pam-joi-xei,joi,1,3
10854,pamjoixei,pam-joi-xei,xei,2,3
10855,pamki'i,pam-ki'i,pam,0,2
10856,pamki'i,pam-ki'i,ki'i,1,2
10857,pamnabmi,pam-nabmi,pam,0,2
10858,pamnabmi,pam-nabmi,nabmi,1,2
10859,pampe'o,pam-pe'o,pam,0,2
10860,pampe'o,pam-pe'o,pe'o,1,2
10861,pampemyzba,pam-pem-zba,pam,0,3
10862,pampemyzba,pam-pem-zba,pem,1,3
10863,pampemyzba,pam-pem-zba,zba,2,3
10864,pamrai,pam-rai,pam,0,2
10865,pamrai,pam-rai,rai,1,2
10866,pamsa'e,pam-sa'e,pam,0,2
10867,pamsa'e,pam-sa'e,sa'e,1,2
10868,pamselcni,pam-sel-cni,pam,0,3
10869,pamselcni,pam-sel-cni,sel,1,3
10870,pamselcni,pam-sel-cni,cni,2,3
10871,pamselparmei,pam-sel-par-mei,pam,0,4
10872,pamselparmei,pam-sel-par-mei,sel,1,4
10873,pamselparmei,pam-sel-par-mei,par,2,4
10874,pamselparmei,pam-sel-par-mei,mei,3,4
10875,pamta'a,pam-ta'a,pam,0,2
10876,pamta'a,pam-ta'a,ta'a,1,2
10877,sanbauvla,san-bau-vla,san,0,3
10878,sanbauvla,san-bau-vla,bau,1,3
10879,sanbauvla,san-bau-vla,vla,2,3
10880,pancau,pan-cau,pan,0,2
10881,pancau,pan-cau,cau,1,2
10882,pancaucfu,pan-cau-cfu,pan,0,3
10883,pancaucfu,pan-cau-cfu,cau,1,3
10884,pancaucfu,pan-cau-cfu,cfu,2,3
10885,sange'u,san-ge'u,san,0,2
10886,sange'u,san-ge'u,ge'u,1,2
10887,sankai,san-kai,san,0,2
10888,sankai,san-kai,kai,1,2
10889,pankyju'i,pank-ju'i,pank,0,2
10890,pankyju'i,pank-ju'i,ju'i,1,2
10891,panpra,pan-pra,pan,0,2
10892,panpra,pan-pra,pra,1,2
10893,panrysi'u,panr-si'u,panr,0,2
10894,panrysi'u,panr-si'u,si'u,1,2
10895,panxrula,pan-xrula,pan,0,2
10896,panxrula,pan-xrula,xrula,1,2
10897,papcpi,pap-cpi,pap,0,2
10898,papcpi,pap-cpi,cpi,1,2
10899,papkai,pap-kai,pap,0,2
10900,papkai,pap-kai,kai,1,2
10901,papku'i,pap-ku'i,pap,0,2
10902,papku'i,pap-ku'i,ku'i,1,2
10903,papkufra,pap-kufra,pap,0,2
10904,papkufra,pap-kufra,kufra,1,2
10905,papri'a,pap-ri'a,pap,0,2
10906,papri'a,pap-ri'a,ri'a,1,2
10907,paprykamju,papr-kamju,papr,0,2
10908,paprykamju,papr-kamju,kamju,1,2
10909,papryseltcidu,papr-sel-tcidu,papr,0,3
10910,papryseltcidu,papr-sel-tcidu,sel,1,3
10911,papryseltcidu,papr-sel-tcidu,tcidu,2,3
10912,paprysfe,papr-sfe,papr,0,2
10913,paprysfe,papr-sfe,sfe,1,2
10914,paprysfelai,papr-sfe-lai,papr,0,3
10915,paprysfelai,papr-sfe-lai,sfe,1,3
10916,paprysfelai,papr-sfe-lai,lai,2,3
10917,paprytidlai,papr-tid-lai,papr,0,3
10918,paprytidlai,papr-tid-lai,tid,1,3
10919,paprytidlai,papr-tid-lai,lai,2,3
10920,papygei,pap-gei,pap,0,2
10921,papygei,pap-gei,gei,1,2
10922,parfaicte,par-fai-cte,par,0,3
10923,parfaicte,par-fai-cte,fai,1,3
10924,parfaicte,par-fai-cte,cte,2,3
10925,parlante,par-lante,par,0,2
10926,parlante,par-lante,lante,1,2
10927,partci,par-tci,par,0,2
10928,partci,par-tci,tci,1,2
10929,partoi,par-toi,par,0,2
10930,partoi,par-toi,toi,1,2
10931,paslinku'i,pas-lin-ku'i,pas,0,3
10932,paslinku'i,pas-lin-ku'i,lin,1,3
10933,paslinku'i,pas-lin-ku'i,ku'i,2,3
10934,pasnai,pas-nai,pas,0,2
10935,pasnai,pas-nai,nai,1,2
10936,pastro,pas-tro,pas,0,2
10937,pastro,pas-tro,tro,1,2
10938,paltylu'i,palt-lu'i,palt,0,2
10939,paltylu'i,palt-lu'i,lu'i,1,2
10940,patroi,pat-roi,pat,0,2
10941,patroi,pat-roi,roi,1,2
10942,paltysku,palt-sku,palt,0,2
10943,paltysku,palt-sku,sku,1,2
10944,patydzu,pat-dzu,pat,0,2
10945,patydzu,pat-dzu,dzu,1,2
10946,paudre,pau-dre,pau,0,2
10947,paudre,pau-dre,dre,1,2
10948,paurpo'e,pau-po'e,pau,0,2
10949,paurpo'e,pau-po'e,po'e,1,2
10950,paurslanu,pau-slanu,pau,0,2
10951,paurslanu,pau-slanu,slanu,1,2
10952,paurtu'i,pau-tu'i,pau,0,2
10953,paurtu'i,pau-tu'i,tu'i,1,2
10954,pauvla,pau-vla,pau,0,2
10955,pauvla,pau-vla,vla,1,2
10956,pauvre,pau-vre,pau,0,2
10957,pauvre,pau-vre,vre,1,2
10958,pavbramluni,pav-bra-mluni,pav,0,3
10959,pavbramluni,pav-bra-mluni,bra,1,3
10960,pavbramluni,pav-bra-mluni,mluni,2,3
10961,pavbu'o,pav-bu'o,pav,0,2
10962,pavbu'o,pav-bu'o,bu'o,1,2
10963,pavdegji,pav-degji,pav,0,2
10964,pavdegji,pav-degji,degji,1,2
10965,pavdegji,pav-degji,pav,0,2
10966,pavdegji,pav-degji,degji,1,2
10967,pavdei,pav-dei,pav,0,2
10968,pavdei,pav-dei,dei,1,2
10969,pavdeicitsi,pav-dei-citsi,pav,0,3
10970,pavdeicitsi,pav-dei-citsi,dei,1,3
10971,pavdeicitsi,pav-dei-citsi,citsi,2,3
10972,pavganra,pav-ganra,pav,0,2
10973,pavganra,pav-ganra,ganra,1,2
10974,pavgri,pav-gri,pav,0,2
10975,pavgri,pav-gri,gri,1,2
10976,pavjavrelkle,pav-jav-rel-kle,pav,0,4
10977,pavjavrelkle,pav-jav-rel-kle,jav,1,4
10978,pavjavrelkle,pav-jav-rel-kle,rel,2,4
10979,pavjavrelkle,pav-jav-rel-kle,kle,3,4
10980,pavjbe,pav-jbe,pav,0,2
10981,pavjbe,pav-jbe,jbe,1,2
10982,pavjirna,pav-jirna,pav,0,2
10983,pavjirna,pav-jirna,jirna,1,2
10984,pavjirnyxi'a,pav-jirn-xi'a,pav,0,3
10985,pavjirnyxi'a,pav-jirn-xi'a,jirn,1,3
10986,pavjirnyxi'a,pav-jirn-xi'a,xi'a,2,3
10987,pavmeijbe,pav-mei-jbe,pav,0,3
10988,pavmeijbe,pav-mei-jbe,mei,1,3
10989,pavmeijbe,pav-mei-jbe,jbe,2,3
10990,pavmoijbe,pav-moi-jbe,pav,0,3
10991,pavmoijbe,pav-moi-jbe,moi,1,3
10992,pavmoijbe,pav-moi-jbe,jbe,2,3
10993,pavnonynonynontupcurnu,pav-non-non-non-tup-curnu,pav,0,6
10994,pavnonynonynontupcurnu,pav-non-non-non-tup-curnu,non,1,6
10995,pavnonynonynontupcurnu,pav-non-non-non-tup-curnu,non,2,6
10996,pavnonynonynontupcurnu,pav-non-non-non-tup-curnu,non,3,6
10997,pavnonynonynontupcurnu,pav-non-non-non-tup-curnu,tup,4,6
10998,pavnonynonynontupcurnu,pav-non-non-non-tup-curnu,curnu,5,6
10999,pavycacra,pav-cacra,pav,0,2
11000,pavycacra,pav-cacra,cacra,1,2
11001,pavycibybizypavysozna'a,pav-cib-biz-pav-soz-na'a,pav,0,6
11002,pavycibybizypavysozna'a,pav-cib-biz-pav-soz-na'a,cib,1,6
11003,pavycibybizypavysozna'a,pav-cib-biz-pav-soz-na'a,biz,2,6
11004,pavycibybizypavysozna'a,pav-cib-biz-pav-soz-na'a,pav,3,6
11005,pavycibybizypavysozna'a,pav-cib-biz-pav-soz-na'a,soz,4,6
11006,pavycibybizypavysozna'a,pav-cib-biz-pav-soz-na'a,na'a,5,6
11007,pavycinglepre,pav-cin-gle-pre,pav,0,4
11008,pavycinglepre,pav-cin-gle-pre,cin,1,4
11009,pavycinglepre,pav-cin-gle-pre,gle,2,4
11010,pavycinglepre,pav-cin-gle-pre,pre,3,4
11011,pavykai,pav-kai,pav,0,2
11012,pavykai,pav-kai,kai,1,2
11013,pavyklu,pav-klu,pav,0,2
11014,pavyklu,pav-klu,klu,1,2
11015,pavypruda'i,pav-pru-da'i,pav,0,3
11016,pavypruda'i,pav-pru-da'i,pru,1,3
11017,pavypruda'i,pav-pru-da'i,da'i,2,3
11018,pavysei,pav-sei,pav,0,2
11019,pavysei,pav-sei,sei,1,2
11020,pavyseljerna,pav-sel-jerna,pav,0,3
11021,pavyseljerna,pav-sel-jerna,sel,1,3
11022,pavyseljerna,pav-sel-jerna,jerna,2,3
11023,pavyseljirna,pav-sel-jirna,pav,0,3
11024,pavyseljirna,pav-sel-jirna,sel,1,3
11025,pavyseljirna,pav-sel-jirna,jirna,2,3
11026,pavyselklu,pav-sel-klu,pav,0,3
11027,pavyselklu,pav-sel-klu,sel,1,3
11028,pavyselklu,pav-sel-klu,klu,2,3
11029,pavyselstedu,pav-sel-stedu,pav,0,3
11030,pavyselstedu,pav-sel-stedu,sel,1,3
11031,pavyselstedu,pav-sel-stedu,stedu,2,3
11032,pavyskojmavra,pav-sko-jma-vra,pav,0,4
11033,pavyskojmavra,pav-sko-jma-vra,sko,1,4
11034,pavyskojmavra,pav-sko-jma-vra,jma,2,4
11035,pavyskojmavra,pav-sko-jma-vra,vra,3,4
11036,pavyslejirna,pav-sle-jirna,pav,0,3
11037,pavyslejirna,pav-sle-jirna,sle,1,3
11038,pavyslejirna,pav-sle-jirna,jirna,2,3
11039,pavysu'i,pav-su'i,pav,0,2
11040,pavysu'i,pav-su'i,su'i,1,2
11041,pavyterlisri,pav-ter-lisri,pav,0,3
11042,pavyterlisri,pav-ter-lisri,ter,1,3
11043,pavyterlisri,pav-ter-lisri,lisri,2,3
11044,pavyvla,pav-vla,pav,0,2
11045,pavyvla,pav-vla,vla,1,2
11046,pavyxelma'e,pav-xel-ma'e,pav,0,3
11047,pavyxelma'e,pav-xel-ma'e,xel,1,3
11048,pavyxelma'e,pav-xel-ma'e,ma'e,2,3
11049,pazbu'a,paz-bu'a,paz,0,2
11050,pazbu'a,paz-bu'a,bu'a,1,2
11051,pazme'i,paz-me'i,paz,0,2
11052,pazme'i,paz-me'i,me'i,1,2
11053,pazvau,paz-vau,paz,0,2
11054,pazvau,paz-vau,vau,1,2
11055,peitse,pei-tse,pei,0,2
11056,peitse,pei-tse,tse,1,2
